skill_name,user_id,count,percent
iot,1398,103,0.01965900220066306
iot,1431,112,0.021376779091983135
iot,1657,1,0.0001908640990355637
iot,1660,6,0.0011451845942133823
iot,1662,6,0.0011451845942133823
iot,1681,7,0.001336048693248946
iot,1720,4,0.0007634563961422548
iot,1728,4,0.0007634563961422548
iot,1734,58,0.011070117744062696
iot,1739,5,0.0009543204951778185
iot,1777,12,0.0022903691884267646
iot,1782,14,0.002672097386497892
iot,1783,4,0.0007634563961422548
iot,1848,27,0.00515333067396022
iot,1849,13,0.002481233287462328
iot,1899,92,0.01755949711127186
iot,1907,11,0.002099505089391201
iot,1937,54,0.01030666134792044
iot,1981,1,0.0001908640990355637
iot,2043,42,0.008016292159493675
iot,2069,46,0.00877974855563593
iot,2073,2,0.0003817281980711274
iot,2074,4,0.0007634563961422548
iot,2119,9,0.0017177768913200734
iot,2122,6,0.0011451845942133823
iot,2160,9,0.0017177768913200734
iot,2206,4,0.0007634563961422548
iot,2226,137,0.026148381567872227
iot,2242,24,0.004580738376853529
iot,2251,33,0.0062985152681736024
iot,2254,5,0.0009543204951778185
iot,2264,4,0.0007634563961422548
iot,2287,7,0.001336048693248946
iot,2289,1,0.0001908640990355637
iot,2301,4,0.0007634563961422548
iot,2308,67,0.012787894635382768
iot,2358,1,0.0001908640990355637
iot,2399,10,0.001908640990355637
iot,2450,4,0.0007634563961422548
iot,2490,15,0.0028629614855334557
iot,2553,10,0.001908640990355637
iot,2561,7,0.001336048693248946
iot,2577,5,0.0009543204951778185
iot,2709,9,0.0017177768913200734
iot,2728,1,0.0001908640990355637
iot,2738,1,0.0001908640990355637
iot,2763,2,0.0003817281980711274
iot,2772,5,0.0009543204951778185
iot,2782,6,0.0011451845942133823
iot,2793,6,0.0011451845942133823
iot,2811,4,0.0007634563961422548
iot,2900,16,0.003053825584569019
iot,2962,6,0.0011451845942133823
iot,2971,41,0.007825428060458111
iot,2978,6,0.0011451845942133823
iot,3003,1,0.0001908640990355637
iot,3036,15,0.0028629614855334557
iot,3045,13,0.002481233287462328
iot,3046,71,0.013551351031525024
iot,3047,18,0.0034355537826401467
iot,3129,57,0.01087925364502713
iot,3158,44,0.008398020357564803
iot,3197,17,0.003244689683604583
iot,3241,1,0.0001908640990355637
iot,3261,22,0.004199010178782402
iot,3267,60,0.011451845942133823
iot,3288,19,0.0036264178816757106
iot,3325,16,0.003053825584569019
iot,3331,14,0.002672097386497892
iot,3337,24,0.004580738376853529
iot,3345,12,0.0022903691884267646
iot,3384,9,0.0017177768913200734
iot,3391,4,0.0007634563961422548
iot,3405,11,0.002099505089391201
iot,3411,3,0.0005725922971066912
iot,3426,10,0.001908640990355637
iot,3463,6,0.0011451845942133823
iot,3477,25,0.004771602475889093
iot,3507,13,0.002481233287462328
iot,3536,10,0.001908640990355637
iot,3607,67,0.012787894635382768
iot,3612,1,0.0001908640990355637
iot,3683,11,0.002099505089391201
iot,3688,8,0.0015269127922845095
iot,3803,15,0.0028629614855334557
iot,4041,22,0.004199010178782402
iot,4087,1,0.0001908640990355637
iot,4100,1,0.0001908640990355637
iot,4106,47,0.008970612654671495
iot,4139,12,0.0022903691884267646
iot,4200,12,0.0022903691884267646
iot,4201,32,0.006107651169138038
iot,4250,37,0.007061971664315858
iot,4251,15,0.0028629614855334557
iot,4542,38,0.007252835763351421
iot,4569,7,0.001336048693248946
iot,4604,35,0.00668024346624473
iot,4611,5,0.0009543204951778185
iot,4623,1,0.0001908640990355637
iot,4647,1,0.0001908640990355637
iot,4697,20,0.003817281980711274
iot,4705,1,0.0001908640990355637
iot,4794,1,0.0001908640990355637
iot,4828,3,0.0005725922971066912
iot,4872,9,0.0017177768913200734
iot,4881,23,0.004389874277817965
iot,4934,23,0.004389874277817965
iot,5021,10,0.001908640990355637
iot,5041,15,0.0028629614855334557
iot,5055,52,0.009924933149849312
iot,5106,4,0.0007634563961422548
iot,5114,29,0.005535058872031348
iot,5164,13,0.002481233287462328
iot,5165,9,0.0017177768913200734
iot,5192,4,0.0007634563961422548
iot,5215,2,0.0003817281980711274
iot,5256,23,0.004389874277817965
iot,5386,6,0.0011451845942133823
iot,5395,4,0.0007634563961422548
iot,5421,17,0.003244689683604583
iot,5500,24,0.004580738376853529
iot,5507,18,0.0034355537826401467
iot,5518,10,0.001908640990355637
iot,5629,6,0.0011451845942133823
iot,5668,15,0.0028629614855334557
iot,5671,14,0.002672097386497892
iot,5675,33,0.0062985152681736024
iot,5842,7,0.001336048693248946
iot,5843,44,0.008398020357564803
iot,5877,27,0.00515333067396022
iot,5880,5,0.0009543204951778185
iot,5886,7,0.001336048693248946
iot,5938,11,0.002099505089391201
iot,5947,39,0.007443699862386985
iot,5963,6,0.0011451845942133823
iot,5967,6,0.0011451845942133823
iot,5977,11,0.002099505089391201
iot,5993,2,0.0003817281980711274
iot,6029,6,0.0011451845942133823
iot,6043,57,0.01087925364502713
iot,6055,7,0.001336048693248946
iot,6070,2,0.0003817281980711274
iot,6080,454,0.08665230096214592
iot,6090,15,0.0028629614855334557
iot,6092,2,0.0003817281980711274
iot,6095,7,0.001336048693248946
iot,6122,30,0.005725922971066911
iot,6123,7,0.001336048693248946
iot,6135,83,0.015841720219951786
iot,6207,5,0.0009543204951778185
iot,6244,2,0.0003817281980711274
iot,6255,19,0.0036264178816757106
iot,6259,31,0.005916787070102475
iot,6277,5,0.0009543204951778185
iot,6299,4,0.0007634563961422548
iot,6361,26,0.004962466574924656
iot,6364,32,0.006107651169138038
iot,6455,6,0.0011451845942133823
iot,6482,3,0.0005725922971066912
iot,6483,3,0.0005725922971066912
iot,6529,9,0.0017177768913200734
iot,6633,18,0.0034355537826401467
iot,6636,14,0.002672097386497892
iot,6649,2,0.0003817281980711274
iot,6652,7,0.001336048693248946
iot,6657,8,0.0015269127922845095
iot,6687,26,0.004962466574924656
iot,6693,1,0.0001908640990355637
iot,6703,9,0.0017177768913200734
iot,6725,15,0.0028629614855334557
iot,6741,12,0.0022903691884267646
iot,6762,6,0.0011451845942133823
iot,6763,12,0.0022903691884267646
iot,6765,3,0.0005725922971066912
iot,6767,101,0.019277274002591934
iot,6769,4,0.0007634563961422548
iot,6877,4,0.0007634563961422548
iot,6893,14,0.002672097386497892
iot,6910,1,0.0001908640990355637
iot,6916,2,0.0003817281980711274
iot,6918,87,0.016605176616094043
iot,6972,3,0.0005725922971066912
iot,6993,2,0.0003817281980711274
iot,7004,16,0.003053825584569019
iot,7010,6,0.0011451845942133823
iot,7035,3,0.0005725922971066912
iot,7041,18,0.0034355537826401467
iot,7047,2,0.0003817281980711274
iot,7053,15,0.0028629614855334557
iot,7059,2,0.0003817281980711274
iot,7061,3,0.0005725922971066912
iot,7102,34,0.006489379367209166
iot,7112,27,0.00515333067396022
iot,7114,6,0.0011451845942133823
iot,7125,41,0.007825428060458111
iot,7135,33,0.0062985152681736024
iot,7136,40,0.007634563961422548
iot,7161,11,0.002099505089391201
iot,7170,206,0.03931800440132612
iot,7212,8,0.0015269127922845095
iot,7265,36,0.0068711075652802935
iot,7281,22,0.004199010178782402
iot,7298,5,0.0009543204951778185
iot,7305,5,0.0009543204951778185
iot,7330,18,0.0034355537826401467
iot,7356,21,0.004008146079746837
iot,7366,42,0.008016292159493675
iot,7445,27,0.00515333067396022
iot,7451,2,0.0003817281980711274
iot,7485,16,0.003053825584569019
iot,7549,13,0.002481233287462328
iot,7551,4,0.0007634563961422548
iot,7562,25,0.004771602475889093
iot,7687,116,0.022140235488125392
iot,7701,23,0.004389874277817965
iot,7739,3,0.0005725922971066912
iot,7763,28,0.005344194772995784
iot,7771,19,0.0036264178816757106
iot,7773,17,0.003244689683604583
iot,7774,53,0.010115797248884876
iot,7801,4,0.0007634563961422548
iot,7808,12,0.0022903691884267646
iot,7821,42,0.008016292159493675
iot,7831,23,0.004389874277817965
iot,7835,16,0.003053825584569019
iot,7851,14,0.002672097386497892
iot,7864,9,0.0017177768913200734
iot,7879,1,0.0001908640990355637
iot,7989,2,0.0003817281980711274
iot,8005,19,0.0036264178816757106
iot,8017,9,0.0017177768913200734
iot,8023,1,0.0001908640990355637
iot,8037,31,0.005916787070102475
iot,8043,27,0.00515333067396022
iot,8083,15,0.0028629614855334557
iot,8084,8,0.0015269127922845095
iot,8098,12,0.0022903691884267646
iot,8104,2,0.0003817281980711274
iot,8116,1,0.0001908640990355637
iot,8122,2,0.0003817281980711274
iot,8150,1,0.0001908640990355637
iot,8243,15,0.0028629614855334557
iot,8279,18,0.0034355537826401467
iot,8408,1,0.0001908640990355637
iot,8450,7,0.001336048693248946
iot,8472,13,0.002481233287462328
iot,8476,65,0.012406166437311641
iot,8480,25,0.004771602475889093
iot,8490,6,0.0011451845942133823
iot,8581,1,0.0001908640990355637
iot,8622,47,0.008970612654671495
iot,8671,1,0.0001908640990355637
iot,8684,3,0.0005725922971066912
iot,8692,28,0.005344194772995784
iot,8756,1,0.0001908640990355637
iot,8835,25,0.004771602475889093
iot,8869,21,0.004008146079746837
iot,8887,59,0.01126098184309826
iot,8888,1,0.0001908640990355637
iot,9013,7,0.001336048693248946
iot,9158,7,0.001336048693248946
iot,9169,1,0.0001908640990355637
iot,9189,13,0.002481233287462328
iot,9208,1,0.0001908640990355637
iot,9220,6,0.0011451845942133823
iot,9256,50,0.009543204951778185
iot,9262,2,0.0003817281980711274
iot,9288,1,0.0001908640990355637
iot,9316,4,0.0007634563961422548
iot,9334,59,0.01126098184309826
iot,9361,23,0.004389874277817965
iot,9431,46,0.00877974855563593
iot,9445,6,0.0011451845942133823
iot,9458,2,0.0003817281980711274
iot,9467,32,0.006107651169138038
iot,9488,9,0.0017177768913200734
iot,9502,2,0.0003817281980711274
iot,9547,3,0.0005725922971066912
iot,9559,2,0.0003817281980711274
iot,9710,2,0.0003817281980711274
iot,9776,11,0.002099505089391201
iot,9781,1,0.0001908640990355637
iot,9785,2,0.0003817281980711274
iot,9839,4,0.0007634563961422548
iot,9842,2,0.0003817281980711274
iot,9853,40,0.007634563961422548
iot,9897,3,0.0005725922971066912
iot,9906,7,0.001336048693248946
iot,9963,17,0.003244689683604583
iot,10008,6,0.0011451845942133823
iot,10028,26,0.004962466574924656
iot,10049,4,0.0007634563961422548
iot,10088,19,0.0036264178816757106
iot,10089,68,0.012978758734418332
iot,10129,18,0.0034355537826401467
iot,10149,10,0.001908640990355637
iot,10163,53,0.010115797248884876
iot,10169,4,0.0007634563961422548
iot,10247,2,0.0003817281980711274
iot,10281,22,0.004199010178782402
iot,10283,5,0.0009543204951778185
iot,10306,21,0.004008146079746837
iot,10307,19,0.0036264178816757106
iot,10315,16,0.003053825584569019
iot,10323,50,0.009543204951778185
iot,10324,5,0.0009543204951778185
iot,10334,57,0.01087925364502713
iot,10340,5,0.0009543204951778185
iot,10341,9,0.0017177768913200734
iot,10401,27,0.00515333067396022
iot,10402,1,0.0001908640990355637
iot,10434,10,0.001908640990355637
iot,10442,46,0.00877974855563593
iot,10450,6,0.0011451845942133823
iot,10452,21,0.004008146079746837
iot,10508,7,0.001336048693248946
iot,10519,47,0.008970612654671495
iot,10521,1,0.0001908640990355637
iot,10529,24,0.004580738376853529
iot,10562,4,0.0007634563961422548
iot,10567,23,0.004389874277817965
iot,10595,6,0.0011451845942133823
iot,10612,4,0.0007634563961422548
iot,10647,1,0.0001908640990355637
iot,10665,2,0.0003817281980711274
iot,10666,67,0.012787894635382768
iot,10692,56,0.010688389545991567
iot,10705,52,0.009924933149849312
iot,10706,2,0.0003817281980711274
iot,10707,4,0.0007634563961422548
iot,10710,17,0.003244689683604583
iot,10749,43,0.00820715625852924
iot,10750,13,0.002481233287462328
iot,10757,33,0.0062985152681736024
iot,10763,8,0.0015269127922845095
iot,10771,13,0.002481233287462328
iot,10773,4,0.0007634563961422548
iot,10778,9,0.0017177768913200734
iot,10780,40,0.007634563961422548
iot,10788,3,0.0005725922971066912
iot,10807,13,0.002481233287462328
iot,10832,2,0.0003817281980711274
iot,10840,7,0.001336048693248946
iot,10850,31,0.005916787070102475
iot,10851,6,0.0011451845942133823
iot,10852,8,0.0015269127922845095
iot,10855,1,0.0001908640990355637
iot,10865,12,0.0022903691884267646
iot,10881,1,0.0001908640990355637
iot,10902,12,0.0022903691884267646
iot,10904,72,0.013742215130560587
iot,10910,91,0.017368633012236297
iot,10916,1,0.0001908640990355637
iot,10920,90,0.017177768913200733
iot,10928,3,0.0005725922971066912
iot,10942,2,0.0003817281980711274
iot,10966,23,0.004389874277817965
iot,10971,96,0.018322953507414117
iot,10974,23,0.004389874277817965
iot,10982,13,0.002481233287462328
iot,11010,7,0.001336048693248946
iot,11014,5,0.0009543204951778185
iot,11033,11,0.002099505089391201
iot,11034,24,0.004580738376853529
iot,11116,53,0.010115797248884876
iot,11132,8,0.0015269127922845095
iot,11134,3,0.0005725922971066912
iot,11195,13,0.002481233287462328
iot,11223,30,0.005725922971066911
iot,11236,5,0.0009543204951778185
iot,11249,4,0.0007634563961422548
iot,11254,29,0.005535058872031348
iot,11256,5,0.0009543204951778185
iot,11257,23,0.004389874277817965
iot,11292,4,0.0007634563961422548
iot,11346,20,0.003817281980711274
iot,11382,3,0.0005725922971066912
iot,11428,36,0.0068711075652802935
iot,11437,17,0.003244689683604583
iot,11438,11,0.002099505089391201
iot,11453,51,0.009734069050813749
iot,11520,18,0.0034355537826401467
iot,11529,8,0.0015269127922845095
iot,11571,6,0.0011451845942133823
iot,11600,9,0.0017177768913200734
iot,11607,35,0.00668024346624473
iot,11629,30,0.005725922971066911
iot,11631,16,0.003053825584569019
iot,11638,8,0.0015269127922845095
iot,11691,24,0.004580738376853529
iot,11697,3,0.0005725922971066912
iot,11738,3,0.0005725922971066912
iot,11744,1,0.0001908640990355637
iot,11748,4,0.0007634563961422548
iot,11772,49,0.009352340852742622
iot,11792,4,0.0007634563961422548
iot,11796,32,0.006107651169138038
iot,11827,37,0.007061971664315858
iot,11845,27,0.00515333067396022
iot,11858,10,0.001908640990355637
iot,11863,27,0.00515333067396022
iot,11887,5,0.0009543204951778185
iot,11907,7,0.001336048693248946
iot,11911,24,0.004580738376853529
iot,11928,1,0.0001908640990355637
iot,11934,51,0.009734069050813749
iot,11949,9,0.0017177768913200734
iot,11968,21,0.004008146079746837
iot,11987,15,0.0028629614855334557
iot,11990,1,0.0001908640990355637
iot,12013,10,0.001908640990355637
iot,12057,1,0.0001908640990355637
iot,12060,4,0.0007634563961422548
iot,12091,1,0.0001908640990355637
iot,12107,3,0.0005725922971066912
iot,12208,9,0.0017177768913200734
iot,12274,2,0.0003817281980711274
iot,12409,5,0.0009543204951778185
iot,12529,12,0.0022903691884267646
iot,12532,45,0.008588884456600367
iot,12693,53,0.010115797248884876
iot,12714,18,0.0034355537826401467
iot,12730,43,0.00820715625852924
iot,12755,1,0.0001908640990355637
iot,12772,10,0.001908640990355637
iot,12776,2,0.0003817281980711274
iot,12780,5,0.0009543204951778185
iot,12782,2,0.0003817281980711274
iot,12783,4,0.0007634563961422548
iot,12790,17,0.003244689683604583
iot,12836,7,0.001336048693248946
iot,12869,6,0.0011451845942133823
iot,12886,4,0.0007634563961422548
iot,12899,29,0.005535058872031348
iot,12901,29,0.005535058872031348
iot,12909,2,0.0003817281980711274
iot,12910,60,0.011451845942133823
iot,12914,6,0.0011451845942133823
iot,12939,9,0.0017177768913200734
iot,12954,2,0.0003817281980711274
iot,12965,10,0.001908640990355637
iot,12988,6,0.0011451845942133823
iot,13021,6,0.0011451845942133823
iot,13111,4,0.0007634563961422548
iot,13137,43,0.00820715625852924
iot,13141,23,0.004389874277817965
iot,13147,4,0.0007634563961422548
iot,13148,20,0.003817281980711274
iot,13160,18,0.0034355537826401467
iot,13171,8,0.0015269127922845095
iot,13191,36,0.0068711075652802935
iot,13205,6,0.0011451845942133823
iot,13209,10,0.001908640990355637
iot,13211,35,0.00668024346624473
iot,13238,11,0.002099505089391201
iot,13264,37,0.007061971664315858
iot,13281,2,0.0003817281980711274
iot,13286,16,0.003053825584569019
iot,13323,3,0.0005725922971066912
iot,13354,61,0.011642710041169386
iot,13391,3,0.0005725922971066912
iot,13405,9,0.0017177768913200734
iot,13437,7,0.001336048693248946
iot,13450,9,0.0017177768913200734
iot,13477,16,0.003053825584569019
iot,13479,4,0.0007634563961422548
iot,13488,1,0.0001908640990355637
iot,13489,3,0.0005725922971066912
iot,13542,27,0.00515333067396022
iot,13553,14,0.002672097386497892
iot,13586,12,0.0022903691884267646
iot,13609,42,0.008016292159493675
iot,13615,16,0.003053825584569019
iot,13616,20,0.003817281980711274
iot,13625,97,0.01851381760644968
iot,13649,2,0.0003817281980711274
iot,13655,14,0.002672097386497892
iot,13661,11,0.002099505089391201
iot,13694,11,0.002099505089391201
iot,13705,22,0.004199010178782402
iot,13708,3,0.0005725922971066912
iot,13711,3,0.0005725922971066912
iot,13719,2,0.0003817281980711274
iot,13724,6,0.0011451845942133823
iot,13729,13,0.002481233287462328
iot,13737,18,0.0034355537826401467
iot,13748,1,0.0001908640990355637
iot,13770,46,0.00877974855563593
iot,13789,54,0.01030666134792044
iot,13804,16,0.003053825584569019
iot,13810,2,0.0003817281980711274
iot,13812,19,0.0036264178816757106
iot,13814,24,0.004580738376853529
iot,13816,16,0.003053825584569019
iot,13823,2,0.0003817281980711274
iot,13824,4,0.0007634563961422548
iot,13830,4,0.0007634563961422548
iot,13833,2,0.0003817281980711274
iot,13845,50,0.009543204951778185
iot,13847,115,0.021949371389089825
iot,13848,95,0.018132089408378554
iot,13852,6,0.0011451845942133823
iot,13918,7,0.001336048693248946
iot,13930,12,0.0022903691884267646
iot,13932,2,0.0003817281980711274
iot,13936,5,0.0009543204951778185
iot,13969,8,0.0015269127922845095
iot,13982,3,0.0005725922971066912
iot,13985,13,0.002481233287462328
iot,13991,51,0.009734069050813749
iot,13995,42,0.008016292159493675
iot,14001,49,0.009352340852742622
iot,14002,30,0.005725922971066911
iot,14003,13,0.002481233287462328
iot,14010,1,0.0001908640990355637
iot,14037,30,0.005725922971066911
iot,14057,7,0.001336048693248946
iot,14058,9,0.0017177768913200734
iot,14062,20,0.003817281980711274
iot,14063,76,0.014505671526702842
iot,14066,1,0.0001908640990355637
iot,14116,4,0.0007634563961422548
iot,14121,3,0.0005725922971066912
iot,14132,36,0.0068711075652802935
iot,14155,2,0.0003817281980711274
iot,14156,1,0.0001908640990355637
iot,14161,6,0.0011451845942133823
iot,14165,14,0.002672097386497892
iot,14210,39,0.007443699862386985
iot,14220,3,0.0005725922971066912
iot,14231,18,0.0034355537826401467
iot,14240,16,0.003053825584569019
iot,14304,8,0.0015269127922845095
iot,14334,22,0.004199010178782402
iot,14352,12,0.0022903691884267646
iot,14358,10,0.001908640990355637
iot,14383,42,0.008016292159493675
iot,14398,1,0.0001908640990355637
iot,14419,2,0.0003817281980711274
iot,14420,26,0.004962466574924656
iot,14424,5,0.0009543204951778185
iot,14435,8,0.0015269127922845095
iot,14452,12,0.0022903691884267646
iot,14470,7,0.001336048693248946
iot,14479,23,0.004389874277817965
iot,14482,56,0.010688389545991567
iot,14503,1,0.0001908640990355637
iot,14505,9,0.0017177768913200734
iot,14511,33,0.0062985152681736024
iot,14532,27,0.00515333067396022
iot,14542,14,0.002672097386497892
iot,14576,3,0.0005725922971066912
iot,14583,1,0.0001908640990355637
iot,14585,60,0.011451845942133823
iot,14589,68,0.012978758734418332
iot,14626,13,0.002481233287462328
iot,14646,38,0.007252835763351421
iot,14647,2,0.0003817281980711274
iot,14652,8,0.0015269127922845095
iot,14672,6,0.0011451845942133823
iot,14683,84,0.01603258431898735
iot,14695,27,0.00515333067396022
iot,14713,16,0.003053825584569019
iot,14717,16,0.003053825584569019
iot,14724,9,0.0017177768913200734
iot,14725,2,0.0003817281980711274
iot,14734,59,0.01126098184309826
iot,14745,67,0.012787894635382768
iot,14748,14,0.002672097386497892
iot,14749,9,0.0017177768913200734
iot,14754,11,0.002099505089391201
iot,14760,48,0.009161476753707059
iot,14762,5,0.0009543204951778185
iot,14791,7,0.001336048693248946
iot,14795,13,0.002481233287462328
iot,14803,3,0.0005725922971066912
iot,14807,244,0.046570840164677545
iot,14812,26,0.004962466574924656
iot,14825,1,0.0001908640990355637
iot,14830,33,0.0062985152681736024
iot,14843,6,0.0011451845942133823
iot,14861,62,0.01183357414020495
iot,14862,5,0.0009543204951778185
iot,14864,1,0.0001908640990355637
iot,14877,4,0.0007634563961422548
iot,14888,10,0.001908640990355637
iot,14903,2,0.0003817281980711274
iot,14921,2,0.0003817281980711274
iot,14947,29,0.005535058872031348
iot,14962,2,0.0003817281980711274
iot,14965,75,0.014314807427667279
iot,14967,1,0.0001908640990355637
iot,14974,5,0.0009543204951778185
iot,14982,1,0.0001908640990355637
iot,14983,3,0.0005725922971066912
iot,15004,5,0.0009543204951778185
iot,15050,21,0.004008146079746837
iot,15067,34,0.006489379367209166
iot,15106,1,0.0001908640990355637
iot,15108,132,0.02519406107269441
iot,15110,8,0.0015269127922845095
iot,15113,6,0.0011451845942133823
iot,15121,1,0.0001908640990355637
iot,15146,43,0.00820715625852924
iot,15153,10,0.001908640990355637
iot,15159,1,0.0001908640990355637
iot,15185,9,0.0017177768913200734
iot,15188,9,0.0017177768913200734
iot,15196,25,0.004771602475889093
iot,15201,30,0.005725922971066911
iot,15214,51,0.009734069050813749
iot,15217,71,0.013551351031525024
iot,15223,2,0.0003817281980711274
iot,15224,6,0.0011451845942133823
iot,15252,13,0.002481233287462328
iot,15266,3,0.0005725922971066912
iot,15287,33,0.0062985152681736024
iot,15300,16,0.003053825584569019
iot,15312,5,0.0009543204951778185
iot,15337,1,0.0001908640990355637
iot,15344,108,0.02061332269584088
iot,15347,3,0.0005725922971066912
iot,15368,18,0.0034355537826401467
iot,15380,32,0.006107651169138038
iot,15423,1,0.0001908640990355637
iot,15450,9,0.0017177768913200734
iot,15460,7,0.001336048693248946
iot,15466,1,0.0001908640990355637
iot,15481,16,0.003053825584569019
iot,15486,10,0.001908640990355637
iot,15494,44,0.008398020357564803
iot,15500,26,0.004962466574924656
iot,15505,1,0.0001908640990355637
iot,15511,15,0.0028629614855334557
iot,15525,2,0.0003817281980711274
iot,15529,24,0.004580738376853529
iot,15731,16,0.003053825584569019
iot,15733,1,0.0001908640990355637
iot,15734,40,0.007634563961422548
iot,15738,41,0.007825428060458111
iot,15739,30,0.005725922971066911
iot,15740,35,0.00668024346624473
iot,15763,85,0.016223448418022916
iot,15781,1,0.0001908640990355637
iot,15831,1,0.0001908640990355637
iot,15902,11,0.002099505089391201
iot,15982,20,0.003817281980711274
iot,15984,55,0.010497525446956004
iot,15990,4,0.0007634563961422548
iot,16006,4,0.0007634563961422548
iot,16019,12,0.0022903691884267646
iot,16035,8,0.0015269127922845095
iot,16052,17,0.003244689683604583
iot,16054,1,0.0001908640990355637
iot,16083,35,0.00668024346624473
iot,16127,18,0.0034355537826401467
iot,16149,27,0.00515333067396022
iot,16164,1,0.0001908640990355637
iot,16213,26,0.004962466574924656
iot,16231,4,0.0007634563961422548
iot,16237,17,0.003244689683604583
