utt_id,path,text,text_enhanced,spkid,start_s,end_s,problems
110622_A1203152272#20922#9005548812157408,110622/A1203152272#20922#9005548812157408.wav,BẬT ĐÈN MÔ HÌNH,BẬT ĐÈN MÔ HÌNH,110622,1.8714188034188035,2.8666153846153843,
110622_A1203152272#20922#9005548664184225,110622/A1203152272#20922#9005548664184225.wav,THỜI TIẾT NGÀY MAI THẾ NÀO,THỜI TIẾT NGÀY MAI THẾ NÀO,110622,1.76,2.986419871794872,
110622_A1203152272#20922#9005548688583199,110622/A1203152272#20922#9005548688583199.wav,BẬT BỒN TẮM,BẬT BỒN TẮM,110622,2.33,3.141778032731158,
110622_A1113010823#3977#9005548098175163,110622/A1113010823#3977#9005548098175163.wav,ÂM LƯỢNG BẢY,ÂM LƯỢNG 7,110622,1.34519764957265,2.7159852288914794,
110622_A1113010823#3977#9005550431486857,110622/A1113010823#3977#9005550431486857.wav,ÂM LƯỢNG BẢY,ÂM LƯỢNG 7,110622,2.386682846715329,3.9696116788321176,
110622_A1113010823#3977#9005550255888898,110622/A1113010823#3977#9005550255888898.wav,MỞ TRUYỆN CỔ,MỞ TRUYỆN CỔ,110622,0.9415774572649585,2.054460470085472,
110622_A1113010823#3977#9005549084252363,110622/A1113010823#3977#9005549084252363.wav,CỔ TÍCH,CỔ TÍCH,110622,2.828021367521368,3.3888390313390317,
110622_A1113010823#3977#9005548328703794,110622/A1113010823#3977#9005548328703794.wav,GỌI TÔI LÚC NĂM GIỜ BỐN MƯƠI LĂM PHÚT NHÉ,GỌI TÔI LÚC 5:45 NHÉ,110622,0.9640740740740744,3.978615384615384,
110622_A1113010823#3977#9005549084225338,110622/A1113010823#3977#9005549084225338.wav,MỞ BA TRUYỆN CỔ TÍCH,MỞ BA TRUYỆN CỔ TÍCH,110622,1.2473019943019945,3.791250712250712,
110622_A1113010823#3977#9005548815731409,110622/A1113010823#3977#9005548815731409.wav,MỞ BÀI HÁT RỒI TỚI LUÔN,MỞ BÀI HÁT RỒI TỚI LUÔN,110622,1.586538461538462,4.096153846153846,
110622_A1113010823#3977#9005549567689910,110622/A1113010823#3977#9005549567689910.wav,MỞ BỐN TRUYỆN CỔ TÍCH,MỞ 4 TRUYỆN CỔ TÍCH,110622,2.586535434472935,4.358636421773653,
110622_A1113010823#3977#9005550430266916,110622/A1113010823#3977#9005550430266916.wav,MỞ TRUYỆN CỔ TÍCH,MỞ TRUYỆN CỔ TÍCH,110622,1.0962827635327637,2.6723981481481496,
110622_A1113010823#3977#9005548186366298,110622/A1113010823#3977#9005548186366298.wav,ÂM LƯỢNG BÃI,ÂM LƯỢNG BÃI,110622,1.4192889957264958,3.5023760683760687,
110622_A1118204460#20920#9005548888411532,110622/A1118204460#20920#9005548888411532.wav,TẮT ĐÈN HÀNH LANG,TẮT ĐÈN HÀNH LANG,110622,2.054274394586894,3.506547364672364,
110622_A1118204460#20920#9005548726951656,110622/A1118204460#20920#9005548726951656.wav,TRỜI QUÁ NÓNG,TRỜI QUÁ NÓNG,110622,1.9250356125356127,3.601716524216524,
110622_A1118204460#20920#9005548455172615,110622/A1118204460#20920#9005548455172615.wav,MAI CA ƠI,MAIKA ƠI,110622,3.631705095830097,4.619,
110622_A1118204460#20920#9005548732928274,110622/A1118204460#20920#9005548732928274.wav,GỬI NHẠC,GỬI NHẠC,110622,1.833905982905984,2.7765413105413104,
110622_A1118204460#20920#9005548873022028,110622/A1118204460#20920#9005548873022028.wav,TRỜI LẶN,TRỜI LẶN,110622,1.4539583333333337,2.015058361752441,
110622_A1118204460#20920#9005548887539581,110622/A1118204460#20920#9005548887539581.wav,MỞ ĐÈN TRẦN VIP,MỞ ĐÈN TRẦN VIP,110622,1.32,3.0757606837606835,
110622_A1118204460#20920#9005548888427272,110622/A1118204460#20920#9005548888427272.wav,TẮT ĐÈN HÀNH LANG,TẮT ĐÈN HÀNH LANG,110622,1.3762464387464388,2.7401196581196583,
110622_A1118204460#20920#9005548725939435,110622/A1118204460#20920#9005548725939435.wav,TRỜI QUÁ NÓNG,TRỜI QUÁ NÓNG,110622,1.4653716168091169,3.034923611111113,
110622_A1118204460#20920#9005548710390426,110622/A1118204460#20920#9005548710390426.wav,TÊN CỦA MAIKA LÀ GÌ,TÊN CỦA MAIKA LÀ GÌ,110622,2.0023098290598287,3.4250470085470086,
110622_A1118204460#20920#9005548874416857,110622/A1118204460#20920#9005548874416857.wav,TẮT ĐÈN HÀNG RÀO,TẮT ĐÈN HÀNG RÀO,110622,1.633900462962964,2.9259132470538733,
110622_A1118204460#20920#9005548888803384,110622/A1118204460#20920#9005548888803384.wav,TẮT QUẠT ĐỨNG,TẮT QUẠT ĐỨNG,110622,1.3241880341880343,2.349048983423984,
110622_A1118204460#20920#9005548735783090,110622/A1118204460#20920#9005548735783090.wav,MAI CA,MAIKA,110622,1.526551282051282,2.3469999999999995,
110622_A1118204460#20920#9005548726137439,110622/A1118204460#20920#9005548726137439.wav,IM LẶNG,IM LẶNG,110622,1.6528125,2.3082051282051297,
110622_A1118204460#20920#9005548725865456,110622/A1118204460#20920#9005548725865456.wav,ĐI,ĐI,110622,0.6206220018591981,0.9693205417452374,
110622_A1118204460#20920#9005548720807116,110622/A1118204460#20920#9005548720807116.wav,TẮT NHẠC RAP,TẮT NHẠC RAP,110622,2.4810698005698004,3.476545584045585,
110622_A1118204460#20920#9005548723003334,110622/A1118204460#20920#9005548723003334.wav,MỞ ĐÈN TRẦN,MỞ ĐÈN TRẦN,110622,1.2978235398860398,2.6402195512820503,
110622_A1118204460#20920#9005548836809658,110622/A1118204460#20920#9005548836809658.wav,TẮT QUẠT ĐỨNG,TẮT QUẠT ĐỨNG,110622,1.7818242521367522,2.8303411316692566,
110622_A1118204460#20920#9005548709725819,110622/A1118204460#20920#9005548709725819.wav,UỐNG NHIỀU BIA VÀO DỊCH SANG TIẾNG NHẬT,UỐNG NHIỀU BIA VÀO DỊCH SANG TIẾNG NHẬT,110622,1.5198609330484332,5.154750116687886,
110622_A1118204460#20920#9005548713791867,110622/A1118204460#20920#9005548713791867.wav,MỞ NHẠC TIK TOK,MỞ NHẠC TIK TOK,110622,1.6911657763532764,2.896985398860399,
110622_A1118204460#20920#9005548722066980,110622/A1118204460#20920#9005548722066980.wav,TẮT NHẠC,TẮT NHẠC,110622,1.5463660968660968,2.1552021820771827,
110622_A1118204460#20920#9005548888814605,110622/A1118204460#20920#9005548888814605.wav,SÁU GIỜ ĐI ĂN,6 GIỜ ĐI ĂN,110622,2.4686179256786094,3.584488603988603,
110622_A1118204460#20920#9005548733965039,110622/A1118204460#20920#9005548733965039.wav,MAI CA ƠI,MAIKA ƠI,110622,1.462803418803419,2.571,
110622_A1118204460#20920#9005548875017263,110622/A1118204460#20920#9005548875017263.wav,TRỜI LẠNH,TRỜI LẠNH,110622,1.59348985042735,2.296178418803419,
110622_A1118204460#20920#9005548835374872,110622/A1118204460#20920#9005548835374872.wav,TẮT QUẠT TỬ,TẮT QUẠT TỬ,110622,1.3619845085470086,2.385124643874643,
110622_A1118204460#20920#9005548387583852,110622/A1118204460#20920#9005548387583852.wav,GỬI HAI MƯƠI TRUYỆN CƯỜI,GỬI 20 TRUYỆN CƯỜI,110622,1.6195244955350876,3.75493332744392,
110622_A1118204460#20920#9005548875273191,110622/A1118204460#20920#9005548875273191.wav,IM LẶNG,IM LẶNG,110622,1.227340455840456,1.8012825902825906,
110622_A1118204460#20920#9005548873881695,110622/A1118204460#20920#9005548873881695.wav,ANH YÊU EM,ANH YÊU EM,110622,1.3265213675213674,2.0440170940170943,
110622_A1118204460#20920#9005548724168438,110622/A1118204460#20920#9005548724168438.wav,TẮT QUẠT ĐỨNG,TẮT QUẠT ĐỨNG,110622,1.2040405982905982,2.3546495726495724,
110622_A1118204460#20920#9005548725409836,110622/A1118204460#20920#9005548725409836.wav,TRỜI LẠNH,TRỜI LẠNH,110622,2.4054572649572656,3.1454316239316245,
110622_A1118204460#20920#9005548708218750,110622/A1118204460#20920#9005548708218750.wav,KỂ CHUYỆN CƯỜI,KỂ CHUYỆN CƯỜI,110622,1.3573219373219372,2.555801508676508,
110622_A1118204460#20920#9005548712901175,110622/A1118204460#20920#9005548712901175.wav,TẮT ĐÈN TÔ LÉT,TẮT ĐÈN TOILET,110622,1.95164155982906,3.1823912675327155,
110622_A1118204460#20920#9005548874882485,110622/A1118204460#20920#9005548874882485.wav,MỞ ĐÈN TRẦN VIP,MỞ ĐÈN TRẦN VIP,110622,2.1500056980056974,3.7766788186006326,
110622_A1118204460#20920#9005548714945474,110622/A1118204460#20920#9005548714945474.wav,ĐI TẮM,ĐI TẮM,110622,3.522029914529914,4.213957443019943,
110622_A1118204460#20920#9005548701192010,110622/A1118204460#20920#9005548701192010.wav,MỞ ĐỀN TRẦN,MỞ ĐỀN TRẦN,110622,1.3,2.7502934472934477,
110622_A1118204460#20920#9005548708911584,110622/A1118204460#20920#9005548708911584.wav,KỂ TRUYỆN TRẠNG QUỶNH,KỂ TRUYỆN TRẠNG QUỶNH,110622,1.607892094017094,3.302078169515669,
110622_A1118204460#20920#9005548885574519,110622/A1118204460#20920#9005548885574519.wav,MỞ ĐÈN PHÒNG KHÁCH,MỞ ĐÈN PHÒNG KHÁCH,110622,1.3399999999999996,2.882080128205128,
110622_A1118204460#20920#9005548899767885,110622/A1118204460#20920#9005548899767885.wav,EM TÊN LÀ GÌ,EM TÊN LÀ GÌ,110622,1.809311965811966,2.712381766381767,
110622_A1118204460#20920#9005548723589799,110622/A1118204460#20920#9005548723589799.wav,MỞ ĐÈN PHÒNG KHÁCH,MỞ ĐÈN PHÒNG KHÁCH,110622,1.7610626780626784,3.2680210113960118,
110622_A1118204460#20920#9005548731605861,110622/A1118204460#20920#9005548731605861.wav,MỞ NHẠC TIK TOK,MỞ NHẠC TIK TOK,110622,2.1471581196581195,3.573619658119656,
110622_A1118204460#20920#9005548839293060,110622/A1118204460#20920#9005548839293060.wav,VỆ SINH,VỆ SINH,110622,2.058286615748317,2.7170234236467503,
110622_A1118204460#20920#9005548727194932,110622/A1118204460#20920#9005548727194932.wav,DỊCH,DỊCH,110622,0.6745847578347579,0.920246794871795,
110622_A1203345170#20916#9005548027754619,110622/A1203345170#20916#9005548027754619.wav,ẾCH KÊU,ẾCH KÊU,110622,1.641738603988604,2.288722222222221,
110622_A1203345170#20916#9005548103814137,110622/A1203345170#20916#9005548103814137.wav,ẾCH KÊU,ẾCH KÊU,110622,2.049081374643875,2.7428785612535616,
110622_A1203345170#20916#9005548132185737,110622/A1203345170#20916#9005548132185737.wav,ẾCH KÊU,ẾCH KÊU,110622,3.601736111111112,4.569421296296296,
110622_A1203345170#20916#9005548838938018,110622/A1203345170#20916#9005548838938018.wav,KỂ CHUYỆN KINH DỊ,KỂ CHUYỆN KINH DỊ,110622,1.2657863247863248,2.399796058206824,
110622_A1203345170#20916#9005548181285988,110622/A1203345170#20916#9005548181285988.wav,KỂ CHUYỆN MAI AN TIÊM,KỂ CHUYỆN MAI AN TIÊM,110622,1.6724116809116811,3.612144244683608,
110622_A1203345170#20916#9005548182073743,110622/A1203345170#20916#9005548182073743.wav,TIẾNG HÀ MÃ KÊU,TIẾNG HÀ MÃ KÊU,110622,1.726264957264957,3.025957384510016,
110622_A1203345170#20916#9005548797593975,110622/A1203345170#20916#9005548797593975.wav,GIẢM TIẾNG TO LÊN,GIẢM TIẾNG TO LÊN,110622,1.6460283119658117,3.699999999999999,
110622_A1203345170#20916#9005548794124163,110622/A1203345170#20916#9005548794124163.wav,AI VẬY MAI CA VẬY,AI VẬY MAIKA VẬY,110622,1.736615384615384,3.051,
110622_A1203345170#20916#9005548794121392,110622/A1203345170#20916#9005548794121392.wav,AI VẬY MAIKA VẬY,AI VẬY MAIKA VẬY,110622,2.464545584045584,3.98539173789174,
110622_A1203345170#20916#9005548218211806,110622/A1203345170#20916#9005548218211806.wav,Ý LÀ HỎI BẠN CÓ TIỀN KHÔNG,Ý LÀ HỎI BẠN CÓ TIỀN KHÔNG,110622,1.1833356481481483,4.127416201275575,
110622_A1203345170#20916#9005548838808252,110622/A1203345170#20916#9005548838808252.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,1.232409188034188,1.959150641025641,
110622_A1203345170#20916#9005548377874191,110622/A1203345170#20916#9005548377874191.wav,NGÀY TÁM THÁNG BA NGÀY,NGÀY 8 THÁNG 3 NGÀY,110622,1.3961609686609684,2.6173719729344724,
110622_A1203345170#20916#9005548822143502,110622/A1203345170#20916#9005548822143502.wav,MỞ TIẾNG TO LÊN ĐI,MỞ TIẾNG TO LÊN ĐI,110622,1.9844928774928772,3.346024216524216,
110622_A1203345170#20916#9005548822150848,110622/A1203345170#20916#9005548822150848.wav,MỞ TIẾNG TO LÊN ĐI,MỞ TIẾNG TO LÊN ĐI,110622,1.441997150997151,2.81673806980057,
110622_A1203345170#20916#9005548796276227,110622/A1203345170#20916#9005548796276227.wav,MỞ NHẠC NHẸ ĐẸP,MỞ NHẠC NHẸ ĐẸP,110622,1.9080769230769232,2.9334615384615383,
110622_A1203345170#20916#9005548618711919,110622/A1203345170#20916#9005548618711919.wav,SÁU SÁNG MAI ĐẶT BÁO THỨC SÁU GIỜ SÁNG MAI,6 SÁNG MAI ĐẶT BÁO THỨC 6 GIỜ SÁNG MAI,110622,2.9853173076923074,6.714028846153846,
110622_A1203345170#20916#9005548007178310,110622/A1203345170#20916#9005548007178310.wav,TẮT TRUYỆN,TẮT TRUYỆN,110622,2.114198005698006,2.9637521367521376,
110622_A1203345170#20916#9005548753849500,110622/A1203345170#20916#9005548753849500.wav,MỞ TRUYỆN CƯỜI,MỞ TRUYỆN CƯỜI,110622,1.3171378205128204,2.658982052091427,
110622_A1203345170#20916#9005548638715414,110622/A1203345170#20916#9005548638715414.wav,MỞ NHẠC,MỞ NHẠC,110622,2.465231481481481,3.1636785928192173,
110622_A1203345170#20916#9005548182142106,110622/A1203345170#20916#9005548182142106.wav,ẾCH KÊU,ẾCH KÊU,110622,1.7227476851851855,2.527298611111111,
110622_A1203345170#20916#9005548357468434,110622/A1203345170#20916#9005548357468434.wav,MỞ NHẠC,MỞ NHẠC,110622,2.0484031339031348,2.636870370370371,
110622_A1203345170#20916#9005548795230248,110622/A1203345170#20916#9005548795230248.wav,MỞ NHẠC,MỞ NHẠC,110622,3.2851616809116804,3.850214387464389,
110622_A1203345170#20916#9005548722317833,110622/A1203345170#20916#9005548722317833.wav,MỞ NHẠC,MỞ NHẠC,110622,3.0407120726495727,4.178288952850213,
110622_A1203345170#20916#9005548007132167,110622/A1203345170#20916#9005548007132167.wav,KỲ VẬY,KỲ VẬY,110622,1.602574897298692,2.325790709264505,
110622_A1203347923#20913#9005548789870867,110622/A1203347923#20913#9005548789870867.wav,MỞ BÀI VŨ ĐIỆU RỬA TAY,MỞ BÀI VŨ ĐIỆU RỬA TAY,110622,1.42,4.038458562920532,
110622_A1203347923#20913#9005548905455420,110622/A1203347923#20913#9005548905455420.wav,GỌI ĐIỆN,GỌI ĐIỆN,110622,1.6492179487179486,2.420746574509733,
110622_A1203347923#20913#9005548586989749,110622/A1203347923#20913#9005548586989749.wav,MỞ NHẠC BUỔI SÁNG,MỞ NHẠC BUỔI SÁNG,110622,1.5147533831908837,2.717173882252008,
110622_A1203347923#20913#9005548626623023,110622/A1203347923#20913#9005548626623023.wav,MỞ NHẠC,MỞ NHẠC,110622,2.0129115028490028,2.6806908831908838,
110622_A1203347923#20913#9005548790166373,110622/A1203347923#20913#9005548790166373.wav,KỂ CHUYỆN CON,KỂ CHUYỆN CON,110622,1.970207086894587,2.971812500000001,
110622_A1203347923#20913#9005548844062401,110622/A1203347923#20913#9005548844062401.wav,MỞ BÀI HÁT,MỞ BÀI HÁT,110622,3.267464387464387,4.011631054131055,
110622_A1203347923#20913#9005548825944198,110622/A1203347923#20913#9005548825944198.wav,DỪNG PHÁT NHẠC,DỪNG PHÁT NHẠC,110622,1.1505651709401712,1.836826923076924,
110622_A1203347923#20913#9005548587354787,110622/A1203347923#20913#9005548587354787.wav,TĂNG ÂM LƯỢNG,TĂNG ÂM LƯỢNG,110622,1.4934202279202278,2.615131399648421,
